experiment,arm,seed,path,labeling_raw_f1,labeling_refined_f1,detection_f1,detection_acc,selected_round,wall_clock_s,finished_at
E17,supervised,47,./outputs/results/E17/supervised/seed47,0.9273,0.9273,0.857,0.8299,26,93.5,2026-09-12 00:26:48
E17,supervised,48,./outputs/results/E17/supervised/seed48,0.9241,0.9241,0.8704,0.8472,116,93.8,2026-09-12 00:28:22
E17,supervised,49,./outputs/results/E17/supervised/seed49,0.9387,0.9387,0.8572,0.8396,72,98.1,2026-09-12 00:30:00
E17,supervised,50,./outputs/results/E17/supervised/seed50,0.931,0.931,0.8733,0.8543,42,98.0,2026-09-12 00:31:38
E17,supervised,51,./outputs/results/E17/supervised/seed51,0.9289,0.9289,0.8692,0.848,37,93.6,2026-09-12 00:33:11
E17,legacy,42,./outputs/results/E17/legacy/seed42,0.7403,0.7403,0.7073,0.6964,200,244.8,2026-09-12 00:37:20
E17,legacy,43,./outputs/results/E17/legacy/seed43,0.7856,0.7856,0.7214,0.7058,200,254.7,2026-09-12 00:41:34
E17,legacy,44,./outputs/results/E17/legacy/seed44,0.7407,0.7407,0.7067,0.6951,200,270.0,2026-09-12 00:46:04
E17,legacy,45,./outputs/results/E17/legacy/seed45,0.7896,0.7896,0.7492,0.7239,200,249.3,2026-09-12 00:50:14
E17,legacy,46,./outputs/results/E17/legacy/seed46,0.7862,0.7862,0.7212,0.7056,200,266.8,2026-09-12 00:54:40
E17,legacy,47,./outputs/results/E17/legacy/seed47,0.7902,0.7902,0.751,0.7241,200,244.5,2026-09-12 00:58:45
E17,legacy,48,./outputs/results/E17/legacy/seed48,0.7616,0.7616,0.7451,0.7186,200,256.6,2026-09-12 01:03:01
E17,legacy,49,./outputs/results/E17/legacy/seed49,0.7906,0.7906,0.7843,0.754,200,265.0,2026-09-12 01:07:26
E17,legacy,50,./outputs/results/E17/legacy/seed50,0.7249,0.7249,0.705,0.6927,200,252.1,2026-09-12 01:11:39
E17,legacy,51,./outputs/results/E17/legacy/seed51,0.7597,0.7597,0.7462,0.7205,200,276.4,2026-09-12 01:16:15
E18,topk_0.1_ef,42,./outputs/results/E18/topk_0.1_ef/seed42,0.9306,0.9306,0.8676,0.8489,110,95.2,2026-09-12 01:17:53
E18,topk_0.1_ef,43,./outputs/results/E18/topk_0.1_ef/seed43,0.9278,0.9278,0.8615,0.8382,51,99.4,2026-09-12 01:19:33
E18,topk_0.1_ef,44,./outputs/results/E18/topk_0.1_ef/seed44,0.9396,0.9396,0.8636,0.8397,20,102.0,2026-09-12 01:21:15
E18,topk_0.01_ef,42,./outputs/results/E18/topk_0.01_ef/seed42,0.9306,0.9306,0.8659,0.8468,110,94.1,2026-09-12 01:22:52
E18,topk_0.01_ef,43,./outputs/results/E18/topk_0.01_ef/seed43,0.9278,0.9278,0.8522,0.8243,51,95.1,2026-09-12 01:24:27
E18,topk_0.01_ef,44,./outputs/results/E18/topk_0.01_ef/seed44,0.9396,0.9396,0.8743,0.8584,152,98.0,2026-09-12 01:26:05
E19,B1_zhao_dynamic_threshold,42,./outputs/results/E19/B1_zhao_dynamic_threshold/seed42,,,0.3423,0.5525,191,354.6,2026-09-12 01:32:09
E19,B3_cbafed_class_balanced,42,./outputs/results/E19/B3_cbafed_class_balanced/seed42,,,0.6418,0.7295,48,326.7,2026-09-12 01:37:36
E19,B4_fedmse_autoencoder,42,./outputs/results/E19/B4_fedmse_autoencoder/seed42,,,0.4318,0.6253,-1,2.0,2026-09-12 01:37:38
E19,B5_fedups_uncertainty,42,./outputs/results/E19/B5_fedups_uncertainty/seed42,,,0.8315,0.8117,2,480.3,2026-09-12 01:45:38
E19,B1_zhao_dynamic_threshold,43,./outputs/results/E19/B1_zhao_dynamic_threshold/seed43,,,0.3787,0.5748,157,327.7,2026-09-12 01:51:11
E19,B3_cbafed_class_balanced,43,./outputs/results/E19/B3_cbafed_class_balanced/seed43,,,0.7474,0.7641,40,328.0,2026-09-12 01:56:39
E19,B4_fedmse_autoencoder,43,./outputs/results/E19/B4_fedmse_autoencoder/seed43,,,0.4201,0.6094,-1,1.9,2026-09-12 01:56:41
E19,B5_fedups_uncertainty,43,./outputs/results/E19/B5_fedups_uncertainty/seed43,,,0.8561,0.8401,2,522.3,2026-09-12 02:05:23
E19,B1_zhao_dynamic_threshold,44,./outputs/results/E19/B1_zhao_dynamic_threshold/seed44,,,0.8321,0.8126,9,341.8,2026-09-12 02:11:10
E19,B3_cbafed_class_balanced,44,./outputs/results/E19/B3_cbafed_class_balanced/seed44,,,0.8166,0.7885,13,331.9,2026-09-12 02:16:42
E19,B4_fedmse_autoencoder,44,./outputs/results/E19/B4_fedmse_autoencoder/seed44,,,0.4285,0.6214,-1,1.9,2026-09-12 02:16:43
E19,B5_fedups_uncertainty,44,./outputs/results/E19/B5_fedups_uncertainty/seed44,,,0.8382,0.8182,2,519.0,2026-09-12 02:25:22
E19,B1_zhao_dynamic_threshold,45,./outputs/results/E19/B1_zhao_dynamic_threshold/seed45,,,0.8274,0.8046,77,366.8,2026-09-12 02:31:35
E19,B3_cbafed_class_balanced,45,./outputs/results/E19/B3_cbafed_class_balanced/seed45,,,0.6271,0.7022,53,324.6,2026-09-12 02:37:00
E19,B4_fedmse_autoencoder,45,./outputs/results/E19/B4_fedmse_autoencoder/seed45,,,0.4308,0.6211,-1,2.2,2026-09-12 02:37:02
E19,B5_fedups_uncertainty,45,./outputs/results/E19/B5_fedups_uncertainty/seed45,,,0.8415,0.8191,2,553.7,2026-09-12 02:46:15
E19,B1_zhao_dynamic_threshold,46,./outputs/results/E19/B1_zhao_dynamic_threshold/seed46,,,0.8328,0.8114,114,346.2,2026-09-12 02:52:09
E19,B3_cbafed_class_balanced,46,./outputs/results/E19/B3_cbafed_class_balanced/seed46,,,0.4193,0.6122,20,341.8,2026-09-12 02:57:51
E19,B4_fedmse_autoencoder,46,./outputs/results/E19/B4_fedmse_autoencoder/seed46,,,0.4257,0.6151,-1,1.9,2026-09-12 02:57:53
E19,B5_fedups_uncertainty,46,./outputs/results/E19/B5_fedups_uncertainty/seed46,,,0.8682,0.8459,2,531.1,2026-09-12 03:06:44
E17,supervised_balanced,42,./outputs/results/E17/supervised_balanced/seed42,0.9306,0.9306,0.859,0.8366,78,112.9,2026-09-12 03:08:42
E17,supervised_balanced,43,./outputs/results/E17/supervised_balanced/seed43,0.9278,0.9278,0.8677,0.8457,113,104.4,2026-09-12 03:10:27
E17,supervised_balanced,44,./outputs/results/E17/supervised_balanced/seed44,0.9396,0.9396,0.8683,0.8463,25,98.0,2026-09-12 03:12:05
E17,supervised_balanced,45,./outputs/results/E17/supervised_balanced/seed45,0.9423,0.9423,0.8815,0.865,69,95.8,2026-09-12 03:13:41
E17,supervised_balanced,46,./outputs/results/E17/supervised_balanced/seed46,0.929,0.929,0.8716,0.854,173,96.4,2026-09-12 03:15:17
E17,supervised_balanced,47,./outputs/results/E17/supervised_balanced/seed47,0.9273,0.9273,0.8634,0.8394,50,96.7,2026-09-12 03:16:54
E17,supervised_balanced,48,./outputs/results/E17/supervised_balanced/seed48,0.9241,0.9241,0.8695,0.8462,99,104.3,2026-09-12 03:18:38
E17,supervised_balanced,49,./outputs/results/E17/supervised_balanced/seed49,0.9387,0.9387,0.8008,0.8199,164,96.5,2026-09-12 03:20:15
E17,supervised_balanced,50,./outputs/results/E17/supervised_balanced/seed50,0.931,0.931,0.8751,0.8563,152,99.4,2026-09-12 03:21:54
E17,supervised_balanced,51,./outputs/results/E17/supervised_balanced/seed51,0.9289,0.9289,0.8733,0.8565,198,97.0,2026-09-12 03:23:31
E20,global_threshold,42,./outputs/results/E20/global_threshold/seed42,0.9306,0.9306,0.8587,0.836,193,178.5,2026-09-12 03:26:52
E20,global_threshold,43,./outputs/results/E20/global_threshold/seed43,0.9278,0.9278,0.8631,0.8384,198,170.1,2026-09-12 03:29:42
E20,global_threshold,44,./outputs/results/E20/global_threshold/seed44,0.9396,0.9396,0.8483,0.8162,19,180.6,2026-09-12 03:32:43
E20,global_threshold,45,./outputs/results/E20/global_threshold/seed45,0.9423,0.9423,0.8775,0.8478,172,185.1,2026-09-12 03:35:48
E20,global_threshold,46,./outputs/results/E20/global_threshold/seed46,0.929,0.929,0.8737,0.8529,192,167.3,2026-09-12 03:38:35
E20,no_ema,42,./outputs/results/E20/no_ema/seed42,0.9306,0.9306,0.8649,0.8457,91,96.8,2026-09-12 03:40:15
E20,no_ema,43,./outputs/results/E20/no_ema/seed43,0.9278,0.9278,0.8455,0.828,149,92.8,2026-09-12 03:41:48
E20,no_ema,44,./outputs/results/E20/no_ema/seed44,0.9396,0.9396,0.8723,0.8523,7,106.5,2026-09-12 03:43:35
E20,no_ema,45,./outputs/results/E20/no_ema/seed45,0.9423,0.9423,0.8484,0.8448,71,105.8,2026-09-12 03:45:21
E20,no_ema,46,./outputs/results/E20/no_ema/seed46,0.929,0.929,0.8361,0.8223,71,93.4,2026-09-12 03:46:54
E20,selection_last,42,./outputs/results/E20/selection_last/seed42,0.9306,0.9306,0.859,0.8363,200,99.7,2026-09-12 03:48:37
E20,selection_last,43,./outputs/results/E20/selection_last/seed43,0.9278,0.9278,0.8452,0.827,200,98.8,2026-09-12 03:50:16
E20,selection_last,44,./outputs/results/E20/selection_last/seed44,0.9396,0.9396,0.8695,0.8485,200,95.2,2026-09-12 03:51:51
E20,selection_last,45,./outputs/results/E20/selection_last/seed45,0.9423,0.9423,0.8702,0.8565,200,94.8,2026-09-12 03:53:26
E20,selection_last,46,./outputs/results/E20/selection_last/seed46,0.929,0.929,0.8395,0.8272,200,104.9,2026-09-12 03:55:11
E20,train_on_all,42,./outputs/results/E20/train_on_all/seed42,0.9306,0.9306,0.8532,0.8391,23,367.6,2026-09-12 04:01:22
E20,train_on_all,43,./outputs/results/E20/train_on_all/seed43,0.9278,0.9278,0.8355,0.815,26,383.6,2026-09-12 04:07:45
E20,train_on_all,44,./outputs/results/E20/train_on_all/seed44,0.9396,0.9396,0.8138,0.7921,8,335.8,2026-09-12 04:13:21
E20,train_on_all,45,./outputs/results/E20/train_on_all/seed45,0.9423,0.9423,0.8315,0.8083,13,2275.9,2026-09-12 04:51:17
E20,train_on_all,46,./outputs/results/E20/train_on_all/seed46,0.929,0.929,0.8353,0.8138,7,1210.6,2026-09-12 05:11:28
E20,refine_R3,42,./outputs/results/E20/refine_R3/seed42,0.9306,0.9281,0.8358,0.8142,33,253.4,2026-09-12 05:15:44
E20,refine_R3,43,./outputs/results/E20/refine_R3/seed43,0.9278,0.9255,0.8167,0.7893,10,292.3,2026-09-12 05:20:37
E20,refine_R3,44,./outputs/results/E20/refine_R3/seed44,0.9396,0.9376,0.8163,0.789,7,268.9,2026-09-12 05:25:06
E20,refine_R3,45,./outputs/results/E20/refine_R3/seed45,0.9423,0.9373,0.8314,0.8073,34,270.1,2026-09-12 05:29:36
E20,refine_R3,46,./outputs/results/E20/refine_R3/seed46,0.929,0.9273,0.817,0.7898,4,253.0,2026-09-12 05:33:49
E20,k2_binary,42,./outputs/results/E20/k2_binary/seed42,0.7259,0.7259,0.7473,0.7415,46,93.0,2026-09-12 05:35:25
E20,k2_binary,43,./outputs/results/E20/k2_binary/seed43,0.7251,0.7251,0.7429,0.7329,33,96.7,2026-09-12 05:37:02
E20,k2_binary,44,./outputs/results/E20/k2_binary/seed44,0.7294,0.7294,0.8243,0.7714,198,96.6,2026-09-12 05:38:39
E20,k2_binary,45,./outputs/results/E20/k2_binary/seed45,0.7275,0.7275,0.8229,0.7734,166,99.6,2026-09-12 05:40:18
E20,k2_binary,46,./outputs/results/E20/k2_binary/seed46,0.7287,0.7287,0.8253,0.7767,200,105.6,2026-09-12 05:42:04
E20,fedavg_mu0,42,./outputs/results/E20/fedavg_mu0/seed42,0.9306,0.9306,0.5706,0.6798,200,73.2,2026-09-12 05:43:20
E20,fedavg_mu0,43,./outputs/results/E20/fedavg_mu0/seed43,0.9278,0.9278,0.8299,0.8101,40,73.7,2026-09-12 05:44:34
E20,fedavg_mu0,44,./outputs/results/E20/fedavg_mu0/seed44,0.9396,0.9396,0.8449,0.826,24,75.3,2026-09-12 05:45:49
E20,fedavg_mu0,45,./outputs/results/E20/fedavg_mu0/seed45,0.9423,0.9423,0.6954,0.7376,35,76.0,2026-09-12 05:47:05
E20,fedavg_mu0,46,./outputs/results/E20/fedavg_mu0/seed46,0.929,0.929,0.834,0.8123,19,75.4,2026-09-12 05:48:20
E21,c02_topk_ef,42,./outputs/results/E21/c02_topk_ef/seed42,0.9306,0.9306,0.8671,0.8488,189,37.8,2026-09-12 05:49:01
E21,c02_topk_ef,43,./outputs/results/E21/c02_topk_ef/seed43,0.9278,0.9278,0.8702,0.8488,158,29.3,2026-09-12 05:49:30
E21,c02_topk_ef,44,./outputs/results/E21/c02_topk_ef/seed44,0.9396,0.9396,0.8691,0.8483,195,28.0,2026-09-12 05:49:58
E21,c02_topk_ef,45,./outputs/results/E21/c02_topk_ef/seed45,0.9423,0.9423,0.8797,0.8612,98,36.5,2026-09-12 05:50:35
E21,c02_topk_ef,46,./outputs/results/E21/c02_topk_ef/seed46,0.929,0.929,0.8723,0.852,107,30.5,2026-09-12 05:51:05
E21,c05_topk_ef,42,./outputs/results/E21/c05_topk_ef/seed42,0.9306,0.9306,0.8652,0.8452,94,50.8,2026-09-12 05:51:59
E21,c05_topk_ef,43,./outputs/results/E21/c05_topk_ef/seed43,0.9278,0.9278,0.8682,0.8477,138,52.1,2026-09-12 05:52:51
E21,c05_topk_ef,44,./outputs/results/E21/c05_topk_ef/seed44,0.9396,0.9396,0.8749,0.8566,131,52.9,2026-09-12 05:53:44
E21,c05_topk_ef,45,./outputs/results/E21/c05_topk_ef/seed45,0.9423,0.9423,0.886,0.8706,65,51.1,2026-09-12 05:54:35
E21,c05_topk_ef,46,./outputs/results/E21/c05_topk_ef/seed46,0.929,0.929,0.87,0.8483,45,56.9,2026-09-12 05:55:32
REPRO,chk,42,./outputs/results/REPRO/chk/seed42,0.9306,0.9306,0.8659,0.8464,115,107.5,2026-09-12 11:03:55
SMOKE3,rnd,42,./outputs/results/SMOKE3/rnd/seed42,0.9306,0.9306,0.8529,0.8154,6,11.5,2026-09-12 11:04:19
E22,curated,42,./outputs/results/E22/curated/seed42,0.9306,0.9306,0.8592,0.8368,80,110.8,2026-09-12 11:06:44
E22,curated,43,./outputs/results/E22/curated/seed43,0.9278,0.9278,0.8672,0.845,124,96.6,2026-09-12 11:08:21
E22,curated,44,./outputs/results/E22/curated/seed44,0.9396,0.9396,0.871,0.8527,198,104.4,2026-09-12 11:10:05
E22,curated,45,./outputs/results/E22/curated/seed45,0.9423,0.9423,0.8819,0.8656,71,102.6,2026-09-12 11:11:48
E22,curated,46,./outputs/results/E22/curated/seed46,0.929,0.929,0.8722,0.8548,188,104.2,2026-09-12 11:13:32
E22,curated,47,./outputs/results/E22/curated/seed47,0.9273,0.9273,0.857,0.8299,26,104.4,2026-09-12 11:15:16
E22,curated,48,./outputs/results/E22/curated/seed48,0.9241,0.9241,0.8704,0.8472,116,106.4,2026-09-12 11:17:03
E22,curated,49,./outputs/results/E22/curated/seed49,0.9387,0.9387,0.8572,0.8396,72,103.6,2026-09-12 11:18:46
E22,curated,50,./outputs/results/E22/curated/seed50,0.931,0.931,0.8733,0.8543,42,94.3,2026-09-12 11:20:21
E22,curated,51,./outputs/results/E22/curated/seed51,0.9289,0.9289,0.8692,0.848,37,110.5,2026-09-12 11:22:11
E22,random,42,./outputs/results/E22/random/seed42,0.9306,0.9306,0.8458,0.8265,22,97.5,2026-09-12 11:23:52
E22,random,43,./outputs/results/E22/random/seed43,0.9278,0.9278,0.8674,0.8456,20,111.3,2026-09-12 11:25:43
E22,random,44,./outputs/results/E22/random/seed44,0.9396,0.9396,0.8698,0.8473,16,94.5,2026-09-12 11:27:18
E22,random,45,./outputs/results/E22/random/seed45,0.9423,0.9423,0.8767,0.8564,23,97.3,2026-09-12 11:28:55
E22,random,46,./outputs/results/E22/random/seed46,0.929,0.929,0.8715,0.8493,18,98.2,2026-09-12 11:30:33
E22,random,47,./outputs/results/E22/random/seed47,0.9273,0.9273,0.8678,0.8464,21,95.3,2026-09-12 11:32:09
E22,random,48,./outputs/results/E22/random/seed48,0.9241,0.9241,0.8731,0.8515,20,96.3,2026-09-12 11:33:45
E22,random,49,./outputs/results/E22/random/seed49,0.9387,0.9387,0.8599,0.8331,13,96.1,2026-09-12 11:35:21
E22,random,50,./outputs/results/E22/random/seed50,0.931,0.931,0.8686,0.8471,18,92.0,2026-09-12 11:36:53
E22,random,51,./outputs/results/E22/random/seed51,0.9289,0.9289,0.8542,0.8374,22,97.1,2026-09-12 11:38:30
E22,randstrat,42,./outputs/results/E22/randstrat/seed42,0.9306,0.9306,0.8558,0.8228,7,104.1,2026-09-12 11:40:17
E22,randstrat,43,./outputs/results/E22/randstrat/seed43,0.9278,0.9278,0.8668,0.8452,20,95.1,2026-09-12 11:41:53
E22,randstrat,44,./outputs/results/E22/randstrat/seed44,0.9396,0.9396,0.8645,0.8399,13,93.9,2026-09-12 11:43:27
E22,randstrat,45,./outputs/results/E22/randstrat/seed45,0.9423,0.9423,0.8575,0.8287,6,95.8,2026-09-12 11:45:02
E22,randstrat,46,./outputs/results/E22/randstrat/seed46,0.929,0.929,0.8716,0.8491,18,100.2,2026-09-12 11:46:42
E22,randstrat,47,./outputs/results/E22/randstrat/seed47,0.9273,0.9273,0.8676,0.8461,22,92.9,2026-09-12 11:48:15
E22,randstrat,48,./outputs/results/E22/randstrat/seed48,0.9241,0.9241,0.8719,0.8495,18,95.7,2026-09-12 11:49:51
E22,randstrat,49,./outputs/results/E22/randstrat/seed49,0.9387,0.9387,0.8518,0.8337,22,94.0,2026-09-12 11:51:25
E22,randstrat,50,./outputs/results/E22/randstrat/seed50,0.931,0.931,0.8738,0.8531,22,98.5,2026-09-12 11:53:04
E22,randstrat,51,./outputs/results/E22/randstrat/seed51,0.9289,0.9289,0.8551,0.8388,22,98.1,2026-09-12 11:54:42
E22,all,42,./outputs/results/E22/all/seed42,0.9306,0.9306,0.7958,0.7727,9,327.8,2026-09-12 12:00:12
E22,all,43,./outputs/results/E22/all/seed43,0.9278,0.9278,0.8254,0.8023,6,326.8,2026-09-12 12:05:39
E22,all,44,./outputs/results/E22/all/seed44,0.9396,0.9396,0.7972,0.7719,3,328.8,2026-09-12 12:11:08
E22,all,45,./outputs/results/E22/all/seed45,0.9423,0.9423,0.824,0.8,4,330.5,2026-09-12 12:16:38
E22,all,46,./outputs/results/E22/all/seed46,0.929,0.929,0.8034,0.7844,10,319.2,2026-09-12 12:21:58
E22,all,47,./outputs/results/E22/all/seed47,0.9273,0.9273,0.8181,0.7922,1,314.9,2026-09-12 12:27:13
E22,all,48,./outputs/results/E22/all/seed48,0.9241,0.9241,0.7792,0.765,6,301.8,2026-09-12 12:32:14
E22,all,49,./outputs/results/E22/all/seed49,0.9387,0.9387,0.8019,0.7753,4,307.2,2026-09-12 12:37:22
E22,all,50,./outputs/results/E22/all/seed50,0.931,0.931,0.8319,0.81,4,310.8,2026-09-12 12:42:32
E22,all,51,./outputs/results/E22/all/seed51,0.9289,0.9289,0.8174,0.7982,5,323.4,2026-09-12 12:47:56
E23,pseudo_random,42,./outputs/results/E23/pseudo_random/seed42,0.9306,0.9306,0.8667,0.847,29,90.2,2026-09-12 12:49:40
E23,pseudo_random,43,./outputs/results/E23/pseudo_random/seed43,0.9278,0.9278,0.8641,0.8415,25,99.3,2026-09-12 12:51:20
E23,pseudo_random,44,./outputs/results/E23/pseudo_random/seed44,0.9396,0.9396,0.8723,0.8516,22,99.6,2026-09-12 12:52:59
E23,pseudo_random,45,./outputs/results/E23/pseudo_random/seed45,0.9423,0.9423,0.8713,0.8487,25,93.4,2026-09-12 12:54:33
E23,pseudo_random,46,./outputs/results/E23/pseudo_random/seed46,0.929,0.929,0.8778,0.8568,21,100.0,2026-09-12 12:56:13
E23,pseudo_all,42,./outputs/results/E23/pseudo_all/seed42,0.9306,0.9306,0.8532,0.8391,23,323.3,2026-09-12 13:01:39
E23,pseudo_all,43,./outputs/results/E23/pseudo_all/seed43,0.9278,0.9278,0.8355,0.815,26,309.2,2026-09-12 13:06:48
E23,pseudo_all,44,./outputs/results/E23/pseudo_all/seed44,0.9396,0.9396,0.8138,0.7921,8,312.8,2026-09-12 13:12:01
E23,pseudo_all,45,./outputs/results/E23/pseudo_all/seed45,0.9423,0.9423,0.8315,0.8083,13,308.4,2026-09-12 13:17:09
E23,pseudo_all,46,./outputs/results/E23/pseudo_all/seed46,0.929,0.929,0.8353,0.8138,7,327.0,2026-09-12 13:22:36
